ref	query	chrom	ref_start	ref_end	source	block_no	ref_assembly	block_size	ref_chrom	bin_size_mbp
robigus	landmark	chr2A	785000000	790000000	nucmer	1374	landmark	5000000	chr2A__ldm	5
weebil	landmark	chr2A	30000000	35000000	nucmer	1375	landmark	5000000	chr2A__ldm	5
cadenza	mace	chr2A	70000000	75000000	nucmer	1376	mace	5000000	chr2A__mac	5
cadenza	mace	chr2A	125000000	130000000	nucmer	1377	mace	5000000	chr2A__mac	5
weebil	norin61	chr2A	680000000	685000000	nucmer	1379	norin61	5000000	chr2A__nor	5
claire	stanley	chr2A	100000000	105000000	nucmer	1380	stanley	5000000	chr2A__sta	5
claire	stanley	chr2A	130000000	135000000	nucmer	1381	stanley	5000000	chr2A__sta	5
claire	stanley	chr2A	260000000	265000000	nucmer	1382	stanley	5000000	chr2A__sta	5
paragon	stanley	chr2A	135000000	140000000	nucmer	1383	stanley	5000000	chr2A__sta	5
robigus	stanley	chr2A	230000000	235000000	nucmer	1384	stanley	5000000	chr2A__sta	5
robigus	stanley	chr2A	260000000	265000000	nucmer	1385	stanley	5000000	chr2A__sta	5
cadenza	mattis	chr2A	105000000	110000000	nucmer	1386	mattis	5000000	chr2A__sym	5
paragon	mattis	chr2A	45000000	50000000	nucmer	1387	mattis	5000000	chr2A__sym	5
paragon	mattis	chr2A	85000000	90000000	nucmer	1388	mattis	5000000	chr2A__sym	5
robigus	mattis	chr2A	725000000	730000000	nucmer	1389	mattis	5000000	chr2A__sym	5
weebil	mattis	chr2A	575000000	580000000	nucmer	1390	mattis	5000000	chr2A__sym	5
arina	claire	chr2A	726696590	735910886	BLAST	1396	arina	9214296	chr2A__ari	5
claire	arina	chr2A	725343348	734506502	BLAST	1396	IWGSCv1.1	9163154	chr2A	5
arina	lancer	chr2A	144116374	150124183	BLAST	1402	arina	6007809	chr2A__ari	5
lancer	arina	chr2A	141028693	146996505	BLAST	1402	lancer	5967812	chr2A__lac	5
arina	landmark	chr2A	123532636	129283323	BLAST	1403	arina	5750687	chr2A__ari	5
landmark	arina	chr2A	124957966	130737411	BLAST	1403	landmark	5779445	chr2A__ldm	5
cadenza	claire	chr2A	118441677	136087391	BLAST	1415	IWGSCv1.1	17645714	chr2A	5
claire	cadenza	chr2A	118441677	136087391	BLAST	1415	IWGSCv1.1	17645714	chr2A	5
cadenza	mace	chr2A	148156534	162292945	BLAST	1421	IWGSCv1.1	14136411	chr2A	5
mace	cadenza	chr2A	150765768	164673103	BLAST	1421	mace	13907335	chr2A__mac	5
cadenza	paragon	chr2A	10596264	16876564	BLAST	1423	IWGSCv1.1	6280300	chr2A	5
paragon	cadenza	chr2A	10596264	16876564	BLAST	1423	IWGSCv1.1	6280300	chr2A	5
cadenza	paragon	chr2A	34321456	39356335	BLAST	1424	IWGSCv1.1	5034879	chr2A	5
paragon	cadenza	chr2A	34321456	39356335	BLAST	1424	IWGSCv1.1	5034879	chr2A	5
cadenza	paragon	chr2A	56106609	449281556	BLAST	1426	IWGSCv1.1	393174947	chr2A	5
paragon	cadenza	chr2A	56106609	449281556	BLAST	1426	IWGSCv1.1	393174947	chr2A	5
cadenza	paragon	chr2A	456481137	614385129	BLAST	1427	IWGSCv1.1	157903992	chr2A	5
paragon	cadenza	chr2A	456481137	614385129	BLAST	1427	IWGSCv1.1	157903992	chr2A	5
claire	landmark	chr2A	6301749	11977496	BLAST	1437	IWGSCv1.1	5675747	chr2A	5
landmark	claire	chr2A	7252651	12221418	BLAST	1437	landmark	4968767	chr2A__ldm	5
claire	paragon	chr2A	117760392	130725878	BLAST	1442	IWGSCv1.1	12965486	chr2A	5
paragon	claire	chr2A	117760392	130725878	BLAST	1442	IWGSCv1.1	12965486	chr2A	5
claire	paragon	chr2A	133674512	138876606	BLAST	1443	IWGSCv1.1	5202094	chr2A	5
paragon	claire	chr2A	133674512	138876606	BLAST	1443	IWGSCv1.1	5202094	chr2A	5
claire	paragon	chr2A	721468836	728728236	BLAST	1444	IWGSCv1.1	7259400	chr2A	5
paragon	claire	chr2A	721468836	728728236	BLAST	1444	IWGSCv1.1	7259400	chr2A	5
claire	robigus	chr2A	417745058	430482382	BLAST	1447	IWGSCv1.1	12737324	chr2A	5
robigus	claire	chr2A	417745058	430482382	BLAST	1447	IWGSCv1.1	12737324	chr2A	5
claire	robigus	chr2A	516825254	632955284	BLAST	1448	IWGSCv1.1	116130030	chr2A	5
robigus	claire	chr2A	516825254	632955284	BLAST	1448	IWGSCv1.1	116130030	chr2A	5
claire	robigus	chr2A	735861303	745028090	BLAST	1450	IWGSCv1.1	9166787	chr2A	5
robigus	claire	chr2A	735861303	745028090	BLAST	1450	IWGSCv1.1	9166787	chr2A	5
julius	robigus	chr2A	166761993	175754174	BLAST	1460	julius	8992181	chr2A__jul	5
robigus	julius	chr2A	165008986	174028194	BLAST	1460	IWGSCv1.1	9019208	chr2A	5
lancer	mace	chr2A	142259624	151480525	BLAST	1475	lancer	9220901	chr2A__lac	5
mace	lancer	chr2A	148815112	158037346	BLAST	1475	mace	9222234	chr2A__mac	5
lancer	norin61	chr2A	545329532	563668934	BLAST	1479	lancer	18339402	chr2A__lac	5
lancer	norin61	chr2A	578252051	612939977	BLAST	1479	lancer	34687926	chr2A__lac	5
norin61	lancer	chr2A	546698324	567934384	BLAST	1479	norin61	21236060	chr2A__nor	5
norin61	lancer	chr2A	582149161	616702212	BLAST	1479	norin61	34553051	chr2A__nor	5
lancer	paragon	chr2A	118195814	126201727	BLAST	1482	lancer	8005913	chr2A__lac	5
paragon	lancer	chr2A	121215652	129100670	BLAST	1482	IWGSCv1.1	7885018	chr2A	5
landmark	mace	chr2A	122665588	132330440	BLAST	1490	landmark	9664852	chr2A__ldm	5
mace	landmark	chr2A	124781704	134366176	BLAST	1490	mace	9584472	chr2A__mac	5
landmark	mace	chr2A	138847944	145723221	BLAST	1491	landmark	6875277	chr2A__ldm	5
mace	landmark	chr2A	140809095	147588786	BLAST	1491	mace	6779691	chr2A__mac	5
landmark	mace	chr2A	146975704	156243466	BLAST	1492	landmark	9267762	chr2A__ldm	5
mace	landmark	chr2A	148815112	158037346	BLAST	1492	mace	9222234	chr2A__mac	5
landmark	paragon	chr2A	122665588	131506775	BLAST	1497	landmark	8841187	chr2A__ldm	5
paragon	landmark	chr2A	121224869	129872965	BLAST	1497	IWGSCv1.1	8648096	chr2A	5
mace	norin61	chr2A	625444600	633538948	BLAST	1506	mace	8094348	chr2A__mac	5
norin61	mace	chr2A	623658569	631749095	BLAST	1506	norin61	8090526	chr2A__nor	5
mace	norin61	chr2A	639174768	648870663	BLAST	1507	mace	9695895	chr2A__mac	5
norin61	mace	chr2A	637393068	647098441	BLAST	1507	norin61	9705373	chr2A__nor	5
mace	paragon	chr2A	152782204	165472973	BLAST	1509	mace	12690769	chr2A__mac	5
paragon	mace	chr2A	150123158	163098955	BLAST	1509	IWGSCv1.1	12975797	chr2A	5
norin61	weebil	chr2A	637393068	647098441	BLAST	1519	norin61	9705373	chr2A__nor	5
weebil	norin61	chr2A	638684152	646852876	BLAST	1519	IWGSCv1.1	8168724	chr2A	5
paragon	weebil	chr2A	734519446	740347469	BLAST	1525	IWGSCv1.1	5828023	chr2A	5
weebil	paragon	chr2A	734519446	740347469	BLAST	1525	IWGSCv1.1	5828023	chr2A	5
arina	mattis	chr2A	27184374	32868838	BLAST	1532	arina	5684464	chr2A__ari	5
mattis	arina	chr2A	31672765	37273285	BLAST	1532	mattis	5600520	chr2A__sym	5
claire	stanley	chr2A	36188524	41208886	BLAST	1544	IWGSCv1.1	5020362	chr2A	5
stanley	claire	chr2A	45225498	50408858	BLAST	1544	stanley	5183360	chr2A__sta	5
claire	mattis	chr2A	36627835	42322576	BLAST	1545	IWGSCv1.1	5694741	chr2A	5
mattis	claire	chr2A	43907310	49703316	BLAST	1545	mattis	5796006	chr2A__sym	5
claire	mattis	chr2A	43483344	51946015	BLAST	1546	IWGSCv1.1	8462671	chr2A	5
mattis	claire	chr2A	50827418	59172567	BLAST	1546	mattis	8345149	chr2A__sym	5
jagger	mattis	chr2A	133377313	141147650	BLAST	1574	jagger	7770337	chr2A__jag	5
mattis	jagger	chr2A	127502539	134015833	BLAST	1574	mattis	6513294	chr2A__sym	5
jagger	mattis	chr2A	157685652	173782454	BLAST	1575	jagger	16096802	chr2A__jag	5
mattis	jagger	chr2A	151753234	167738358	BLAST	1575	mattis	15985124	chr2A__sym	5
jagger	mattis	chr2A	756343287	782389739	BLAST	1576	jagger	26046452	chr2A__jag	5
jagger	mattis	chr2A	784059876	803226738	BLAST	1576	jagger	19166862	chr2A__jag	5
mattis	jagger	chr2A	743245067	764452535	BLAST	1576	mattis	21207468	chr2A__sym	5
mattis	jagger	chr2A	766296635	769515435	BLAST	1576	mattis	3218800	chr2A__sym	5
mattis	jagger	chr2A	770769937	793884788	BLAST	1576	mattis	23114851	chr2A__sym	5
julius	mattis	chr2A	126284061	132801608	BLAST	1579	julius	6517547	chr2A__jul	5
mattis	julius	chr2A	127502539	134015833	BLAST	1579	mattis	6513294	chr2A__sym	5
julius	mattis	chr2A	150576106	166463443	BLAST	1580	julius	15887337	chr2A__jul	5
mattis	julius	chr2A	151753234	167571649	BLAST	1580	mattis	15818415	chr2A__sym	5
julius	mattis	chr2A	731541213	741229964	BLAST	1584	julius	9688751	chr2A__jul	5
mattis	julius	chr2A	726022272	735629580	BLAST	1584	mattis	9607308	chr2A__sym	5
lancer	stanley	chr2A	464230331	475893242	BLAST	1587	lancer	11662911	chr2A__lac	5
stanley	lancer	chr2A	479533837	491291569	BLAST	1587	stanley	11757732	chr2A__sta	5
landmark	stanley	chr2A	123542559	132414928	BLAST	1590	landmark	8872369	chr2A__ldm	5
stanley	landmark	chr2A	128307104	137153582	BLAST	1590	stanley	8846478	chr2A__sta	5
landmark	stanley	chr2A	140689301	146973142	BLAST	1591	landmark	6283841	chr2A__ldm	5
stanley	landmark	chr2A	145382085	151626737	BLAST	1591	stanley	6244652	chr2A__sta	5
landmark	stanley	chr2A	147671426	157420631	BLAST	1592	landmark	9749205	chr2A__ldm	5
stanley	landmark	chr2A	152333299	162102152	BLAST	1592	stanley	9768853	chr2A__sta	5
landmark	stanley	chr2A	422340989	435391599	BLAST	1594	landmark	13050610	chr2A__ldm	5
stanley	landmark	chr2A	428103360	441156997	BLAST	1594	stanley	13053637	chr2A__sta	5
landmark	stanley	chr2A	474164798	485289107	BLAST	1595	landmark	11124309	chr2A__ldm	5
stanley	landmark	chr2A	480014170	491151458	BLAST	1595	stanley	11137288	chr2A__sta	5
mace	stanley	chr2A	141487090	148180505	BLAST	1599	mace	6693415	chr2A__mac	5
stanley	mace	chr2A	144266759	150987755	BLAST	1599	stanley	6720996	chr2A__sta	5
mace	stanley	chr2A	470271932	481484724	BLAST	1600	mace	11212792	chr2A__mac	5
stanley	mace	chr2A	480014170	491291569	BLAST	1600	stanley	11277399	chr2A__sta	5
robigus	mattis	chr2A	36233293	41208886	BLAST	1608	IWGSCv1.1	4975593	chr2A	5
mattis	robigus	chr2A	43506721	48593471	BLAST	1608	mattis	5086750	chr2A__sym	5
robigus	mattis	chr2A	164767200	174028194	BLAST	1609	IWGSCv1.1	9260994	chr2A	5
mattis	robigus	chr2A	167630269	176812965	BLAST	1609	mattis	9182696	chr2A__sym	5
stanley	mattis	chr2A	674346417	735162352	BLAST	1616	stanley	60815935	chr2A__sta	5
mattis	stanley	chr2A	663740267	721897329	BLAST	1616	mattis	58157062	chr2A__sym	5
jagger	claire	chr2B	245000000	520000000	nucmer	1617	jagger	275000000	chr2B__jag	5
julius	jagger	chr2B	170000000	445000000	nucmer	1618	julius	275000000	chr2B__jul	5
jagger	cadenza	chr2B	245000000	485000000	nucmer	1619	jagger	240000000	chr2B__jag	5
mattis	claire	chr2B	250000000	480000000	nucmer	1620	mattis	230000000	chr2B__sym	5
landmark	mace	chr2B	245000000	460000000	nucmer	1621	landmark	215000000	chr2B__ldm	5
mattis	cadenza	chr2B	250000000	465000000	nucmer	1622	mattis	215000000	chr2B__sym	5
mace	landmark	chr2B	245000000	455000000	nucmer	1621	mace	210000000	chr2B__mac	5
julius	cadenza	chr2B	245000000	445000000	nucmer	1623	julius	200000000	chr2B__jul	5
julius	claire	chr2B	250000000	445000000	nucmer	1624	julius	195000000	chr2B__jul	5
jagger	julius	chr2B	165000000	345000000	nucmer	1618	jagger	180000000	chr2B__jag	5
landmark	mace	chr2B	520000000	690000000	nucmer	1625	landmark	170000000	chr2B__ldm	5
mace	landmark	chr2B	515000000	685000000	nucmer	1625	mace	170000000	chr2B__mac	5
landmark	weebil	chr2B	575000000	740000000	nucmer	1626	landmark	165000000	chr2B__ldm	5
jagger	mattis	chr2B	210000000	345000000	nucmer	1627	jagger	135000000	chr2B__jag	5
julius	mattis	chr2B	210000000	345000000	nucmer	1628	julius	135000000	chr2B__jul	5
mattis	jagger	chr2B	210000000	345000000	nucmer	1627	mattis	135000000	chr2B__sym	5
mattis	julius	chr2B	215000000	345000000	nucmer	1628	mattis	130000000	chr2B__sym	5
mace	weebil	chr2B	575000000	680000000	nucmer	1629	mace	105000000	chr2B__mac	5
mattis	jagger	chr2B	365000000	465000000	nucmer	1630	mattis	100000000	chr2B__sym	5
jagger	mattis	chr2B	360000000	445000000	nucmer	1630	jagger	85000000	chr2B__jag	5
stanley	weebil	chr2B	635000000	720000000	nucmer	1631	stanley	85000000	chr2B__sta	5
jagger	julius	chr2B	360000000	440000000	nucmer	1618	jagger	80000000	chr2B__jag	5
landmark	stanley	chr2B	630000000	710000000	nucmer	1632	landmark	80000000	chr2B__ldm	5
stanley	landmark	chr2B	635000000	715000000	nucmer	1632	stanley	80000000	chr2B__sta	5
julius	mattis	chr2B	370000000	445000000	nucmer	1633	julius	75000000	chr2B__jul	5
mattis	julius	chr2B	370000000	445000000	nucmer	1633	mattis	75000000	chr2B__sym	5
jagger	robigus	chr2B	380000000	450000000	nucmer	1634	jagger	70000000	chr2B__jag	5
landmark	weebil	chr2B	475000000	545000000	nucmer	1635	landmark	70000000	chr2B__ldm	5
arina	robigus	chr2B	45000000	110000000	nucmer	1636	arina	65000000	chr2B__ari	5
mattis	robigus	chr2B	385000000	450000000	nucmer	1637	mattis	65000000	chr2B__sym	5
julius	robigus	chr2B	385000000	445000000	nucmer	1638	julius	60000000	chr2B__jul	5
stanley	mace	chr2B	635000000	695000000	nucmer	1639	stanley	60000000	chr2B__sta	5
jagger	arina	chr2B	600000000	655000000	nucmer	1640	jagger	55000000	chr2B__jag	5
mace	stanley	chr2B	635000000	685000000	nucmer	1639	mace	50000000	chr2B__mac	5
julius	weebil	chr2B	115000000	160000000	nucmer	1641	julius	45000000	chr2B__jul	5
landmark	claire	chr2B	200000000	245000000	nucmer	1642	landmark	45000000	chr2B__ldm	5
landmark	stanley	chr2B	45000000	90000000	nucmer	1643	landmark	45000000	chr2B__ldm	5
stanley	landmark	chr2B	50000000	95000000	nucmer	1643	stanley	45000000	chr2B__sta	5
jagger	cadenza	chr2B	75000000	115000000	nucmer	1644	jagger	40000000	chr2B__jag	5
jagger	claire	chr2B	610000000	650000000	nucmer	1645	jagger	40000000	chr2B__jag	5
jagger	lancer	chr2B	35000000	75000000	nucmer	1646	jagger	40000000	chr2B__jag	5
mattis	claire	chr2B	125000000	165000000	nucmer	1647	mattis	40000000	chr2B__sym	5
arina	mattis	chr2B	640000000	675000000	nucmer	1648	arina	35000000	chr2B__ari	5
jagger	mattis	chr2B	155000000	190000000	nucmer	1649	jagger	35000000	chr2B__jag	5
julius	claire	chr2B	635000000	670000000	nucmer	1650	julius	35000000	chr2B__jul	5
lancer	jagger	chr2B	35000000	70000000	nucmer	1646	lancer	35000000	chr2B__lac	5
landmark	mattis	chr2B	730000000	765000000	nucmer	1651	landmark	35000000	chr2B__ldm	5
mattis	arina	chr2B	635000000	670000000	nucmer	1648	mattis	35000000	chr2B__sym	5
mattis	jagger	chr2B	160000000	195000000	nucmer	1649	mattis	35000000	chr2B__sym	5
mattis	landmark	chr2B	735000000	770000000	nucmer	1651	mattis	35000000	chr2B__sym	5
julius	robigus	chr2B	640000000	670000000	nucmer	1652	julius	30000000	chr2B__jul	5
arina	claire	chr2B	495000000	520000000	nucmer	1653	arina	25000000	chr2B__ari	5
chinese	stanley	chr2B	0	25000000	nucmer	1654	chinese	25000000	chr2B__chi	5
arina	claire	chr2B	635000000	655000000	nucmer	1655	arina	20000000	chr2B__ari	5
arina	claire	chr2B	740000000	760000000	nucmer	1656	arina	20000000	chr2B__ari	5
arina	jagger	chr2B	495000000	515000000	nucmer	1657	arina	20000000	chr2B__ari	5
arina	jagger	chr2B	605000000	625000000	nucmer	1640	arina	20000000	chr2B__ari	5
arina	jagger	chr2B	640000000	660000000	nucmer	1640	arina	20000000	chr2B__ari	5
jagger	arina	chr2B	485000000	505000000	nucmer	1657	jagger	20000000	chr2B__jag	5
jagger	claire	chr2B	545000000	565000000	nucmer	1658	jagger	20000000	chr2B__jag	5
jagger	claire	chr2B	785000000	805000000	nucmer	1659	jagger	20000000	chr2B__jag	5
jagger	landmark	chr2B	665000000	685000000	nucmer	1660	jagger	20000000	chr2B__jag	5
jagger	mace	chr2B	145000000	165000000	nucmer	1661	jagger	20000000	chr2B__jag	5
jagger	mace	chr2B	665000000	685000000	nucmer	1662	jagger	20000000	chr2B__jag	5
jagger	stanley	chr2B	665000000	685000000	nucmer	1663	jagger	20000000	chr2B__jag	5
jagger	mattis	chr2B	635000000	655000000	nucmer	1664	jagger	20000000	chr2B__jag	5
jagger	weebil	chr2B	665000000	685000000	nucmer	1665	jagger	20000000	chr2B__jag	5
julius	cadenza	chr2B	0	20000000	nucmer	1666	julius	20000000	chr2B__jul	5
julius	mattis	chr2B	170000000	190000000	nucmer	1667	julius	20000000	chr2B__jul	5
landmark	stanley	chr2B	775000000	795000000	nucmer	1668	landmark	20000000	chr2B__ldm	5
mace	jagger	chr2B	145000000	165000000	nucmer	1661	mace	20000000	chr2B__mac	5
mace	weebil	chr2B	520000000	540000000	nucmer	1669	mace	20000000	chr2B__mac	5
stanley	chinese	chr2B	5000000	25000000	nucmer	1654	stanley	20000000	chr2B__sta	5
stanley	jagger	chr2B	670000000	690000000	nucmer	1663	stanley	20000000	chr2B__sta	5
stanley	weebil	chr2B	555000000	575000000	nucmer	1670	stanley	20000000	chr2B__sta	5
mattis	jagger	chr2B	635000000	655000000	nucmer	1664	mattis	20000000	chr2B__sym	5
mattis	julius	chr2B	170000000	190000000	nucmer	1667	mattis	20000000	chr2B__sym	5
arina	claire	chr2B	75000000	90000000	nucmer	1671	arina	15000000	chr2B__ari	5
arina	julius	chr2B	45000000	60000000	nucmer	1672	arina	15000000	chr2B__ari	5
jagger	julius	chr2B	635000000	650000000	nucmer	1673	jagger	15000000	chr2B__jag	5
jagger	paragon	chr2B	530000000	545000000	nucmer	1674	jagger	15000000	chr2B__jag	5
jagger	robigus	chr2B	90000000	105000000	nucmer	1675	jagger	15000000	chr2B__jag	5
julius	jagger	chr2B	635000000	650000000	nucmer	1673	julius	15000000	chr2B__jul	5
julius	robigus	chr2B	725000000	740000000	nucmer	1676	julius	15000000	chr2B__jul	5
julius	weebil	chr2B	315000000	330000000	nucmer	1677	julius	15000000	chr2B__jul	5
lancer	paragon	chr2B	80000000	95000000	nucmer	1678	lancer	15000000	chr2B__lac	5
landmark	jagger	chr2B	665000000	680000000	nucmer	1660	landmark	15000000	chr2B__ldm	5
landmark	mace	chr2B	140000000	155000000	nucmer	1679	landmark	15000000	chr2B__ldm	5
landmark	stanley	chr2B	730000000	745000000	nucmer	1680	landmark	15000000	chr2B__ldm	5
landmark	weebil	chr2B	780000000	795000000	nucmer	1681	landmark	15000000	chr2B__ldm	5
mace	jagger	chr2B	660000000	675000000	nucmer	1662	mace	15000000	chr2B__mac	5
mace	landmark	chr2B	140000000	155000000	nucmer	1679	mace	15000000	chr2B__mac	5
mace	mattis	chr2B	500000000	515000000	nucmer	1682	mace	15000000	chr2B__mac	5
stanley	landmark	chr2B	775000000	790000000	nucmer	1668	stanley	15000000	chr2B__sta	5
stanley	paragon	chr2B	70000000	85000000	nucmer	1683	stanley	15000000	chr2B__sta	5
stanley	weebil	chr2B	70000000	85000000	nucmer	1684	stanley	15000000	chr2B__sta	5
mattis	claire	chr2B	635000000	650000000	nucmer	1685	mattis	15000000	chr2B__sym	5
arina	cadenza	chr2B	95000000	105000000	nucmer	1686	arina	10000000	chr2B__ari	5
arina	claire	chr2B	610000000	620000000	nucmer	1687	arina	10000000	chr2B__ari	5
arina	claire	chr2B	690000000	700000000	nucmer	1688	arina	10000000	chr2B__ari	5
arina	jagger	chr2B	95000000	105000000	nucmer	1689	arina	10000000	chr2B__ari	5
arina	paragon	chr2B	175000000	185000000	nucmer	1690	arina	10000000	chr2B__ari	5
arina	paragon	chr2B	475000000	485000000	nucmer	1691	arina	10000000	chr2B__ari	5
arina	paragon	chr2B	740000000	750000000	nucmer	1692	arina	10000000	chr2B__ari	5
arina	robigus	chr2B	475000000	485000000	nucmer	1693	arina	10000000	chr2B__ari	5
arina	mattis	chr2B	65000000	75000000	nucmer	1694	arina	10000000	chr2B__ari	5
jagger	arina	chr2B	95000000	105000000	nucmer	1689	jagger	10000000	chr2B__jag	5
jagger	landmark	chr2B	145000000	155000000	nucmer	1695	jagger	10000000	chr2B__jag	5
jagger	paragon	chr2B	760000000	770000000	nucmer	1696	jagger	10000000	chr2B__jag	5
jagger	weebil	chr2B	30000000	40000000	nucmer	1697	jagger	10000000	chr2B__jag	5
jagger	weebil	chr2B	355000000	365000000	nucmer	1698	jagger	10000000	chr2B__jag	5
julius	arina	chr2B	45000000	55000000	nucmer	1672	julius	10000000	chr2B__jul	5
julius	claire	chr2B	45000000	55000000	nucmer	1699	julius	10000000	chr2B__jul	5
julius	lancer	chr2B	0	10000000	nucmer	1700	julius	10000000	chr2B__jul	5
julius	robigus	chr2B	45000000	55000000	nucmer	1701	julius	10000000	chr2B__jul	5
lancer	chinese	chr2B	70000000	80000000	nucmer	1702	lancer	10000000	chr2B__lac	5
lancer	julius	chr2B	0	10000000	nucmer	1700	lancer	10000000	chr2B__lac	5
lancer	weebil	chr2B	80000000	90000000	nucmer	1703	lancer	10000000	chr2B__lac	5
landmark	cadenza	chr2B	65000000	75000000	nucmer	1704	landmark	10000000	chr2B__ldm	5
landmark	jagger	chr2B	65000000	75000000	nucmer	1705	landmark	10000000	chr2B__ldm	5
landmark	jagger	chr2B	145000000	155000000	nucmer	1695	landmark	10000000	chr2B__ldm	5
landmark	paragon	chr2B	65000000	75000000	nucmer	1706	landmark	10000000	chr2B__ldm	5
landmark	paragon	chr2B	90000000	100000000	nucmer	1707	landmark	10000000	chr2B__ldm	5
landmark	robigus	chr2B	5000000	15000000	nucmer	1708	landmark	10000000	chr2B__ldm	5
landmark	weebil	chr2B	65000000	75000000	nucmer	1709	landmark	10000000	chr2B__ldm	5
landmark	weebil	chr2B	90000000	100000000	nucmer	1710	landmark	10000000	chr2B__ldm	5
mace	cadenza	chr2B	780000000	790000000	nucmer	1711	mace	10000000	chr2B__mac	5
stanley	cadenza	chr2B	70000000	80000000	nucmer	1712	stanley	10000000	chr2B__sta	5
stanley	cadenza	chr2B	715000000	725000000	nucmer	1713	stanley	10000000	chr2B__sta	5
stanley	chinese	chr2B	45000000	55000000	nucmer	1714	stanley	10000000	chr2B__sta	5
stanley	paragon	chr2B	760000000	770000000	nucmer	1715	stanley	10000000	chr2B__sta	5
stanley	weebil	chr2B	735000000	745000000	nucmer	1716	stanley	10000000	chr2B__sta	5
stanley	weebil	chr2B	785000000	795000000	nucmer	1717	stanley	10000000	chr2B__sta	5
mattis	lancer	chr2B	10000000	20000000	nucmer	1718	mattis	10000000	chr2B__sym	5
mattis	mace	chr2B	510000000	520000000	nucmer	1682	mattis	10000000	chr2B__sym	5
mattis	robigus	chr2B	55000000	65000000	nucmer	1719	mattis	10000000	chr2B__sym	5
arina	cadenza	chr2B	0	5000000	nucmer	1720	arina	5000000	chr2B__ari	5
arina	cadenza	chr2B	630000000	635000000	nucmer	1721	arina	5000000	chr2B__ari	5
arina	claire	chr2B	50000000	55000000	nucmer	1722	arina	5000000	chr2B__ari	5
arina	julius	chr2B	0	5000000	nucmer	1723	arina	5000000	chr2B__ari	5
arina	julius	chr2B	650000000	655000000	nucmer	1724	arina	5000000	chr2B__ari	5
arina	lancer	chr2B	0	5000000	nucmer	1725	arina	5000000	chr2B__ari	5
arina	paragon	chr2B	55000000	60000000	nucmer	1726	arina	5000000	chr2B__ari	5
arina	paragon	chr2B	225000000	230000000	nucmer	1727	arina	5000000	chr2B__ari	5
arina	robigus	chr2B	165000000	170000000	nucmer	1728	arina	5000000	chr2B__ari	5
arina	robigus	chr2B	650000000	655000000	nucmer	1729	arina	5000000	chr2B__ari	5
arina	mattis	chr2B	35000000	40000000	nucmer	1730	arina	5000000	chr2B__ari	5
chinese	lancer	chr2B	70000000	75000000	nucmer	1702	chinese	5000000	chr2B__chi	5
chinese	landmark	chr2B	25000000	30000000	nucmer	1731	chinese	5000000	chr2B__chi	5
chinese	stanley	chr2B	40000000	45000000	nucmer	1714	chinese	5000000	chr2B__chi	5
jagger	cadenza	chr2B	535000000	540000000	nucmer	1732	jagger	5000000	chr2B__jag	5
jagger	cadenza	chr2B	625000000	630000000	nucmer	1733	jagger	5000000	chr2B__jag	5
jagger	cadenza	chr2B	765000000	770000000	nucmer	1734	jagger	5000000	chr2B__jag	5
jagger	claire	chr2B	155000000	160000000	nucmer	1735	jagger	5000000	chr2B__jag	5
jagger	claire	chr2B	765000000	770000000	nucmer	1736	jagger	5000000	chr2B__jag	5
jagger	lancer	chr2B	15000000	20000000	nucmer	1737	jagger	5000000	chr2B__jag	5
jagger	landmark	chr2B	75000000	80000000	nucmer	1705	jagger	5000000	chr2B__jag	5
jagger	paragon	chr2B	75000000	80000000	nucmer	1738	jagger	5000000	chr2B__jag	5
jagger	paragon	chr2B	625000000	630000000	nucmer	1739	jagger	5000000	chr2B__jag	5
jagger	robigus	chr2B	130000000	135000000	nucmer	1740	jagger	5000000	chr2B__jag	5
jagger	robigus	chr2B	645000000	650000000	nucmer	1741	jagger	5000000	chr2B__jag	5
jagger	stanley	chr2B	75000000	80000000	nucmer	1742	jagger	5000000	chr2B__jag	5
jagger	mattis	chr2B	15000000	20000000	nucmer	1743	jagger	5000000	chr2B__jag	5
jagger	mattis	chr2B	465000000	470000000	nucmer	1630	jagger	5000000	chr2B__jag	5
jagger	weebil	chr2B	75000000	80000000	nucmer	1744	jagger	5000000	chr2B__jag	5
julius	arina	chr2B	0	5000000	nucmer	1723	julius	5000000	chr2B__jul	5
julius	arina	chr2B	645000000	650000000	nucmer	1724	julius	5000000	chr2B__jul	5
julius	claire	chr2B	780000000	785000000	nucmer	1745	julius	5000000	chr2B__jul	5
julius	paragon	chr2B	55000000	60000000	nucmer	1746	julius	5000000	chr2B__jul	5
julius	paragon	chr2B	165000000	170000000	nucmer	1747	julius	5000000	chr2B__jul	5
julius	paragon	chr2B	745000000	750000000	nucmer	1748	julius	5000000	chr2B__jul	5
julius	robigus	chr2B	165000000	170000000	nucmer	1749	julius	5000000	chr2B__jul	5
julius	robigus	chr2B	575000000	580000000	nucmer	1750	julius	5000000	chr2B__jul	5
julius	mattis	chr2B	645000000	650000000	nucmer	1751	julius	5000000	chr2B__jul	5
julius	weebil	chr2B	360000000	365000000	nucmer	1752	julius	5000000	chr2B__jul	5
lancer	arina	chr2B	0	5000000	nucmer	1725	lancer	5000000	chr2B__lac	5
lancer	cadenza	chr2B	0	5000000	nucmer	1753	lancer	5000000	chr2B__lac	5
lancer	jagger	chr2B	15000000	20000000	nucmer	1737	lancer	5000000	chr2B__lac	5
